formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C15H31N5	[M + H]+	C15H32N5+	Alkaloids	0.981	Guanidine alkaloids	0.805	Tricyclic guanidine alkaloids	0.824	Organoheterocyclic compounds	0.728	Heteroaromatic compounds	0.574					Heteroaromatic compounds	0.574	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Guanidines; Carboximidamides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	282.267	535	8.911	816975040833644689	816973452211356605	816973452211356604	2128	
2	C18H31NO	[M + Na]+	C18H31NNaO+	Alkaloids	0.762	Fatty amides	0.135	Tropane alkaloids	0.117	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.877	Tertiary amines	0.550	Trialkylamines	0.576	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	300.232	535	8.912	816975043534776667	816973452127470515	816973452127470514	2178	
1	C16H31NO	[M + H]+	C16H32NO+	Fatty acids	0.998	Fatty amides	0.997	Primary amides	0.995	Lipids and lipid-like molecules	0.786	Fatty Acyls	0.781	Fatty amides	0.800			Fatty amides	0.800	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	254.247	535	8.913	816975052837744045	816973452307825607	816973452303631302	2182	
1	C16H28O	[M + H]+	C16H29O+	Fatty acids	0.996	Fatty acyls	0.872	Unsaturated fatty acids	0.413	Lipids and lipid-like molecules	0.765	Fatty Acyls	0.739					Fatty Acyls	0.739	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	237.220	535	8.915	816975057598279860	816973452345574348	816973452341380043	2185	
1	C21H36O4	[M - H2O + H]+	C21H35O3+	Terpenoids	0.554	Diterpenoids	0.676	Fatty alcohols	0.226	Lipids and lipid-like molecules	0.968	Prenol lipids	0.620	Diterpenoids	0.634			Diterpenoids	0.634	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Diterpenoids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	335.257	535	8.921	816975068864184623	816973452412683222	816973452412683221	2190	
1	C21H36O4	[M + H]+	C21H37O4+	Fatty acids	0.999	Glycerolipids	0.995	Monoacylglycerols	0.995	Lipids and lipid-like molecules	0.997	Glycerolipids	0.990	Monoradylglycerols	0.987	Monoacylglycerols	0.977	1-monoacylglycerols	0.837	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	353.267	535	8.922	816975072945243665	816973452454626267	816973452450431962	2191	
5	C21H37FOSi	[M + Na]+	C21H37FNaOSi+	Fatty acids	0.992	Fatty Acids and Conjugates	0.791	Halogenated fatty acids	0.826	Lipids and lipid-like molecules	0.849	Fatty Acyls	0.765					Fatty Acyls	0.765	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organofluorides; Carbonyl compounds; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	375.249	535	8.922	816975066590869179	816973452488180704	816973452488180703	2192	
1	C15H31NO	[M + H]+	C15H32NO+	Fatty acids	0.920	Fatty amides	0.774	Primary amides	0.244	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.695	Amine oxides and derivatives	0.676	Trisubstituted amine oxides and derivatives	0.677	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Amine oxides and derivatives; Amines; Trisubstituted amine oxides and derivatives; Organic oxides; Aminoxides; Hydrocarbon derivatives; Trialkyl amine oxides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	242.247	536	8.925	816975067530394074	816973452525929445	816973452525929444	2193	
1	C23H44NO7P	[M + Na]+	C23H44NNaO7P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoethanolamines	1.000	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.980	Amino acids and derivatives	0.980	Amino acids and derivatives	0.980	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	500.273	536	8.940	816975071326242307	816973452567872490	816973452567872489	2198	
1	C23H44NO7P	[M + H]+	C23H45NO7P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.999	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.989	Amino acids and derivatives	0.989	Amino acids and derivatives	0.989	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	478.291	537	8.944	816975105086198346	816973452739838974	816973452739838973	2201	
1	C21H44NO7P	[M + H]+	C21H45NO7P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.999	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.990	Amino acids and derivatives	0.990	Amino acids and derivatives	0.990	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	454.291	537	8.945	816975083410033698	816973452773393411	816973452773393410	2202	
2	C30H48O16	[M + K]+	C30H48KO16+	Polyketides	0.530	Triterpenoids	0.357	Quassinoids	0.114	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.896	Glycosyl compounds	0.732	O-glycosyl compounds	0.736	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrans; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	703.253	537	8.948	816975510176334374	816973452655952884	816973452655952883	2176	
1	C19H37NO3	[M + H]+	C19H38NO3+	Fatty acids	1.000	Fatty amides	0.997	N-acyl ethanolamines (endocannabinoids)	0.692	Lipids and lipid-like molecules	0.900	Fatty Acyls	0.899	Fatty amides	0.816	N-acyl amines	0.823	N-acyl amines	0.823	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	328.283	537	8.952	816975087864384841	816973452806947848	816973452806947847	2205	
7	C21H41O12P	[M + Na]+	C21H41NaO12P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoinositols	0.990	Lipids and lipid-like molecules	0.998	Glycerophospholipids	1.000	Glycerophosphoinositols	0.997	Lysophosphatidylinositols	0.991	1-acyl-sn-glycerol-3-phosphoinositols	0.991	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Lysophosphatidylinositols; Secondary alcohols; Carbonyl compounds; 1-acyl-sn-glycerol-3-phosphoinositols; Glycerophosphoinositols; Polyols; Cyclitols and derivatives; Inositol phosphates; Cyclohexanols; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	539.222	537	8.953	816975118411503433	816973452844696589	816973452840502284	2210	
1	C27H48O9	[M + H3N + H]+	C27H52NO9+	Fatty acids	1.000	Glycerolipids	0.992	Glycosyldiacylglycerols	0.318	Lipids and lipid-like molecules	0.995	Glycerolipids	0.933	Glycosylglycerols	0.975			Glycosylglycerols	0.975	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	534.362	537	8.953	816975087222656235	816973452882445330	816973452882445329	2206	
3	C18H32O2	[M - H4O2 + H]+	C18H29+	Fatty acids	1.000	Octadecanoids	0.618	Other Octadecanoids	0.767	Lipids and lipid-like molecules	0.987	Fatty Acyls	0.983	Lineolic acids and derivatives	0.665			Lineolic acids and derivatives	0.665	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	245.225	537	8.956	816975087663058220	816973452978914332	816973452978914331	2207	
1	C19H38O3	[M + Na]+	C19H38NaO3+	Fatty acids	1.000	Glycerolipids	0.973	Monoacylglycerols	0.990	Lipids and lipid-like molecules	0.998	Glycerolipids	0.972	Monoradylglycerols	0.981	Monoacylglycerols	0.972	1-monoacylglycerols	0.877	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	337.272	537	8.956	816975094248116143	816973453025051681	816973453025051680	2215	
1	C18H35NO	[M + H]+	C18H36NO+	Fatty acids	1.000	Fatty amides	0.999	Primary amides	0.997	Lipids and lipid-like molecules	0.789	Fatty Acyls	0.847	Fatty amides	0.837			Fatty amides	0.837	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	282.277	538	8.960	816975087109410010	816973453062800422	816973453062800421	2217	
2	C21H38O4	[M + H]+	C21H39O4+	Fatty acids	1.000	Glycerolipids	0.993	Monoacylglycerols	0.993	Lipids and lipid-like molecules	0.998	Fatty Acyls	0.980	Lineolic acids and derivatives	0.545			Lineolic acids and derivatives	0.545	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; 2-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	355.281	538	8.960	816975105488851658	816973453096354859	816973453096354858	2218	
1	C16H32O	[M + Na]+	C16H32NaO+	Fatty acids	0.992	Fatty acyls	0.987	Fatty alcohols	0.980	Lipids and lipid-like molecules	0.846	Fatty Acyls	0.778	Fatty alcohols	0.628	Long-chain fatty alcohols	0.797	Long-chain fatty alcohols	0.797	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Fatty alcohols; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	263.236	538	8.961	816975083774938230	816973453150880816	816973453150880815	2220	
1	C26H48NO7P	[M + H]+	C26H49NO7P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphocholines	0.995	Lipids and lipid-like molecules	0.989	Glycerophospholipids	0.999	Glycerophosphocholines	0.998	Lysophosphatidylcholines	0.972	1-acyl-sn-glycero-3-phosphocholines	0.913	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	518.323	538	8.973	816975100476657898	816973453247349818	816973453247349817	2227	
1	C34H67NO	[M + H]+	C34H68NO+	Fatty acids	0.999	Fatty amides	0.996	Primary amides	0.587	Lipids and lipid-like molecules	0.978	Fatty Acyls	0.967	Fatty amides	0.981	N-acyl amines	0.876	N-acyl amines	0.876	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	506.528	539	8.976	816975096001335454	816973453280904255	816973453280904254	2229	
4	C29H46N6O8S3	[M + H]+	C29H47N6O8S3+	Amino acids and Peptides	0.993	Oligopeptides	1.000	Cyclamides	0.418	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.983	Amino acids, peptides, and analogues	0.979	Peptides	0.592	Peptides	0.592	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	703.256	539	8.990	816975967431016875	816973453314458692	816973453314458691	2235	
1	C33H60O14	[M + Na]+	C33H60NaO14+	Fatty acids	0.927	Glycerolipids	0.358	Resin glycosides	0.107	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.995	Disaccharides	0.766	Disaccharides	0.766	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	703.385	540	8.993	816975106919109447	816973453368984649	816973453368984648	2238	
2	C21H38O3	[M + H]+	C21H39O3+	Fatty acids	0.540	Diterpenoids	0.686	Monoacylglycerols	0.187	Lipids and lipid-like molecules	0.967	Prenol lipids	0.710	Diterpenoids	0.638			Diterpenoids	0.638	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Diterpenoids; Secondary alcohols; Fatty alcohol esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	339.288	540	8.994	816975100371800259	816973453457065043	816973453457065042	2242	
2	C21H42O5	[M - H2O + H]+	C21H41O4+	Fatty acids	1.000	Glycerolipids	0.984	Monoacylglycerols	0.995	Lipids and lipid-like molecules	0.999	Glycerolipids	0.981	Monoradylglycerols	0.989	Monoacylglycerols	0.987	1-monoacylglycerols	0.946	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	357.298	540	8.997	816975107858633675	816973453490619480	816973453490619479	2249	
1	C33H60O14	[M + H3N + H]+	C33H64NO14+	Fatty acids	1.000	Glycerolipids	0.999	Glycosyldiacylglycerols	0.752	Lipids and lipid-like molecules	0.995	Glycerolipids	0.956	Glycosylglycerols	0.995	Glycosyldiradylglycerols	0.549	Glycosyldiradylglycerols	0.549	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Glycosylglycerols; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Disaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Glycosyldiradylglycerols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	698.430	540	8.999	816975095636430876	816973453528368221	816973453528368220	2251	
1	C22H44O6	[M + Na]+	C22H44NaO6+	Fatty acids	0.992	Glycerolipids	0.518	Fatty alcohols	0.466	Lipids and lipid-like molecules	0.945	Fatty Acyls	0.915	Fatty acid esters	0.583			Fatty acid esters	0.583	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	427.304	541	9.010	816975083166764007	816973453603865703	816973453603865702	2258	
1	C21H36O4	[M + H]+	C21H37O4+	Fatty acids	0.999	Glycerolipids	0.988	Monoacylglycerols	0.993	Lipids and lipid-like molecules	0.998	Fatty Acyls	0.981	Lineolic acids and derivatives	0.509			Lineolic acids and derivatives	0.509	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	353.267	541	9.024	816975105937642244	816973453717111921	816973453717111920	2269	
1	C21H36O4	[M + H3N + H]+	C21H40NO4+	Fatty acids	0.999	Glycerolipids	0.996	Monoacylglycerols	0.993	Lipids and lipid-like molecules	0.997	Glycerolipids	0.990	Monoradylglycerols	0.988	Monoacylglycerols	0.980	1-monoacylglycerols	0.867	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; 2-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	370.294	541	9.024	816975118356977451	816973453754860662	816973453750666357	2270	
1	C16H30O	[M + Na]+	C16H30NaO+	Terpenoids	0.953	Sesquiterpenoids	0.889	Eudesmane sesquiterpenoids	0.244	Lipids and lipid-like molecules	0.872	Prenol lipids	0.699	Sesquiterpenoids	0.595			Sesquiterpenoids	0.595	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Sesquiterpenoids; Tertiary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	261.220	541	9.025	816975106633896753	816973453805192315	816973453805192314	2272	
1	C21H36O4	[M - H2O + H]+	C21H35O3+	Terpenoids	0.733	Diterpenoids	0.703	Tetracyclic diterpenoids	0.079	Lipids and lipid-like molecules	0.904	Prenol lipids	0.561	Diterpenoids	0.544			Diterpenoids	0.544	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Diterpenoids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	335.256	542	9.026	816975105035866688	816973453905855621	816973453905855620	2278	
5	C13H30N4	[M + Na]+	C13H30N4Na+	Alkaloids	0.889	Guanidine alkaloids	0.556	Tricyclic guanidine alkaloids	0.099	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Guanidines	0.795			Guanidines	0.795	Organic compounds; Organonitrogen compounds; Guanidines; Carboximidamides; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	265.235	542	9.027	816975105488851654	816973453985547407	816973453981353102	2300	
1	C29H40O6	[M + H]+	C29H41O6+	Terpenoids	0.517	Triterpenoids	0.274	Other polyketide meroterpenoids	0.027	Benzenoids	0.638							Benzenoids	0.638	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	485.288	543	9.049	816975114296890747	816973454052656281	816973454052656280	2293	
