row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Mots_18102024_Foodomics_CSF1_S46.mzML Peak area,Mots_18102024_Foodomics_CSF1_S47.mzML Peak area,Mots_18102024_Foodomics_CSF1_S48.mzML Peak area,Mots_18102024_Foodomics_CSF2_S49.mzML Peak area,Mots_18102024_Foodomics_CSF2_S50.mzML Peak area,Mots_18102024_Foodomics_CSF2_S51.mzML Peak area,
1144,472.3158622966321,6.3311167,,,,84,,,,,,,3309.7698,2973.6128,0,3315.619,3334.8975,3282.2886,
1146,453.4025117336223,6.3311267,,,,84,,,,,,,187.10503,68.97711,0,115.52357,122.13294,96.94267,
1150,453.712435349316,6.3326,,,,75,,,,,,,357.41028,249.07492,0,310.9338,313.70364,291.89453,
1152,480.3016968138328,6.332627,,,,84,,,,,,,701.1571,605.7288,0,661.71924,678.6797,642.99396,
1142,930.6676641552325,6.33264,,,,84,35,[2M+Na]+,,2,1142;1139,453.83931,319.12408,308.22668,0,309.7933,325.14218,229.52829,
1155,927.6588045855893,6.3333664,,,,84,36,[2M+Na]+,,2,1145;1155,452.33488,10500.355,10012.628,0,10127.062,10298.145,10189.941,
1164,927.4852173428642,6.33635,,,,,,,,,,,273.68393,232.52132,0,267.8003,264.03943,200.60855,
1163,454.00213787365857,6.339307,,,,,,,,,,,246.16081,53.463078,0,31.977135,94.462616,228.99863,
1171,453.76066920128534,6.3437333,,,,74,,,,,,,73.69299,320.57236,0,207.59155,254.18634,48.055317,
1145,453.34226853908154,6.345103,,,,84,36,[M+H]+,,3,1145;1155;1141,452.33488,42708.53,37084.91,7.161214,40001.38,40791.043,38796.875,
1149,453.8438835282389,6.346922,,,,84,,,,,,,26116.936,20433.85,8.640833,23709.232,24315.445,23059.312,
1185,455.34720083744105,6.376489,,,,,,,,,,,32.380466,117.25544,79.844025,34.837326,173.02327,140.71915,
1216,927.6588159345994,6.391005,,,,83,37,[M+Na]+,,2,1220;1216,904.66966,2659.5212,3341.247,7252.961,3232.6152,3264.5815,3305.0552,
1214,454.84667281174546,6.3928056,,,,83,,,,,,,323.8887,208.6035,650.503,231.18306,269.94534,215.91365,
1220,905.6769900584227,6.3965497,,,,83,37,[M+H]+,,2,1220;1216,904.66966,234.4643,186.09859,498.57303,189.6099,147.68646,214.34944,
1217,480.30176761500076,6.397183,,,,83,,,,,,,79.9004,90.230286,246.07635,52.76012,112.82982,69.18507,
1222,453.3422264752653,6.397814,,,,83,38,[M+H]+,,2,1222;1216,452.33487,8304.736,6833.3745,17567.033,7426.7065,7447.479,7050.5806,
1223,472.3158550952614,6.398458,,,,83,,,,,,,534.32135,520.698,1753.5137,535.4286,482.87076,619.8953,
1225,464.3325188939141,6.3990974,,,,83,,,,,,,880.9445,942.0502,2998.9531,1067.2053,957.93555,1041.785,
1227,930.6679027602687,6.407152,,,,,,,,,,,42.769104,24.704105,200.93503,32.42994,42.02868,50.377003,
1230,927.4834666600027,6.4148197,,,,,,,,,,,15.895046,8.709245,135.42447,15.605068,5.3140903,32.30831,
1201,340.258560826495,6.431725,,,,86,,,,,,,409.72626,308.8115,1743.6606,381.18866,405.85596,372.94308,
1176,167.08764410502172,6.4391665,,,,,,,,,,,1325.3966,969.1043,1584.6713,1489.7258,962.91876,1470.1455,
1190,1018.7606249280841,6.4407806,,,,86,39,[M+H]+,,2,1202;1190,1017.75336,347.8432,232.11191,0,235.11421,276.29584,227.73286,
1188,510.31002417758583,6.441153,,,,77,,,,,,,156.14178,31.874279,0,47.298115,125.572044,102.787346,
1192,509.8841612569493,6.4426103,,,,86,40,[M+H]+,,3,1202;1208;1192,508.8768,19855.371,15320.022,0,17080.568,18399.777,16590.305,
1193,520.8745020371721,6.4426203,,,,86,,,,,,,3377.26,2582.2898,0,2948.6523,3232.7256,2965.4868,
1194,522.3775772754736,6.4433365,,,,77,,,,,,,190.7556,136.91374,0,153.23094,171.87256,145.14774,
1195,528.8577738112916,6.443343,,,,86,,,,,,,1674.9302,1382.1891,0,1520.8872,1650.3618,1462.225,
1196,510.5527063251616,6.4436936,,,,76,,,,,,,140.84796,77.908035,0,104.45448,90.6213,131.88873,
1197,511.3886029418037,6.4437265,,,,86,,,,,,,1094.2631,823.2205,0,913.3016,988.54004,874.5513,
1200,510.783532708988,6.445956,,,,,,,,,,,113.7396,66.49837,0,132.1014,123.868454,75.26501,
1202,1040.7425795917902,6.446627,,,,86,40,[2M+Na]+,,2,1202;1192,508.8768,3968.367,3432.309,0,3433.3203,3684.7559,3508.4102,
1204,536.8437577297989,6.4484663,,,,86,,,,,,,291.1951,222.53479,0,263.9078,295.85666,248.92395,
1210,537.3450891482122,6.4489737,,,,,,,,,,,173.03258,127.047325,0,48.568584,99.17753,89.80911,
1208,531.8660483701706,6.4507103,,,,86,40,[M+Na]+,,2,1208;1192,508.8768,3666.6265,3405.4658,0,4079.344,4251.9175,3995.07,
1232,475.32415062443664,6.457348,,,,,,,,,,,146.75069,190.00108,3415.6753,836.0035,814.9708,430.0185,
1181,425.24979333732557,6.4839554,,,,,,,,,,,21.111057,17.846498,165.77798,0,0,0,
1234,349.19692996379587,6.524544,,,,,,,,,,,430.63007,234.1504,778.59186,403.35846,228.01984,114.11966,
1238,566.4261248480144,6.5441666,,,,85,41,[M+H]+,,2,1238;1239,565.41876,1633.5941,1035.0952,0,1231.5564,1457.4668,1322.7178,
1239,588.4078879744463,6.5441732,,,,85,41,[M+Na]+,,2,1238;1239,565.41876,1058.7339,778.68475,0,979.22656,1159.307,1044.6301,
1240,577.4166713881347,6.5441804,,,,85,,,,,,,339.86423,199.08553,0,252.75134,310.72565,258.42114,
1242,588.9093811657534,6.54527,,,,85,,,,,,,733.733,475.84448,0,687.43463,428.56296,710.6453,
1250,349.12826293486455,6.60885,,,,94,,,,,,,443.7114,162.42531,138.70451,0,0,0,
1288,577.4168219391835,6.6144266,,,,79,,,,,,,32.53823,0,112.65319,25.536823,24.909971,37.20279,
1289,588.4078988975065,6.618258,,,,79,,,,,,,121.73751,94.3423,491.42688,33.16425,29.255354,276.78546,
1255,275.1995137717991,6.623003,,,,94,,,,,,,541.6207,570.1438,551.44946,4.2973757,2.0832443,3.284483,
1259,352.2159677349719,6.6243806,,,,94,,,,,,,1359.0731,1255.1086,1263.0521,91.63329,57.23819,17.227007,
1292,566.4259088886641,6.62695,,,,80,44,[M+H]+,,2,1292;1295,565.41855,146.92964,45.036636,1240.7699,32.137638,66.07868,53.141342,
1252,367.1818800444715,6.627964,,,,94,,,,,,,697.2195,758.0764,695.5169,60.454956,36.401073,86.14972,
1269,622.9679383855531,6.6324067,,,,90,42,[M+H]+,,2,1269;1272,621.96063,918.39703,590.55347,0,667.31335,774.7169,702.66125,
1264,429.11646079604316,6.6327724,,,,90,43,[M+H-H2O]+,,2,1273;1264,446.11969,327.12576,236.6095,9.459115,284.3637,290.65753,240.39163,
1270,623.4696110040192,6.6335363,,,,90,,,,,,,635.1461,227.40219,0,493.87738,515.84564,430.51617,
1271,633.9584412150491,6.635343,,,,90,,,,,,,269.40393,167.99591,0,196.29802,239.9844,221.4832,
1272,644.9498083542461,6.6364107,,,,90,42,[M+Na]+,,2,1269;1272,621.96063,1209.9802,865.96704,0,1139.0902,1282.4154,1189.0255,
1273,469.10885182496867,6.636969,,,,90,43,[M+Na]+,,2,1273;1264,446.11969,363.15778,253.16118,39.843906,570.1727,581.21,453.3121,
1275,351.2126816096429,6.637834,,,,94,,,,,,,6443.75,6855.3145,6328.759,1880.615,1832.8514,1838.6472,
1277,425.0828481096797,6.6402836,,,,,,,,,,,293.6122,205.5646,134.47435,371.35892,380.22183,389.71033,
1278,427.2650351448042,6.6434913,,,,,,,,,,,1643.984,1793.0306,1647.7965,376.60522,390.79196,364.71945,
1260,293.20994672017946,6.6503253,,,,94,,,,,,,628.4025,804.00073,871.99304,68.35574,9.823314,5.6850076,
1295,1153.8261559517339,6.6627083,,,,80,44,[2M+Na]+,,2,1292;1295,565.41855,4.220259,0,522.4329,0,0,0,
1284,226.1790801394445,6.6681194,,,,,,,,,,,344.59998,302.4425,275.60217,145.06395,153.36546,148.2826,
1285,244.18957561245327,6.6699615,,,,82,45,[M+H]+,,2,1286;1285,243.18228,497.74454,426.27237,389.91504,223.68114,233.93297,249.08208,
1286,266.1714809802468,6.6729665,,,,82,45,[M+Na]+,,2,1285;1286,243.18228,380.2833,367.90973,386.26523,184.1118,170.72725,292.83655,
1297,349.19713208867915,6.694514,,,,,,,,,,,407.1982,44.81974,24.767998,166.19174,360.09155,632.10114,
1298,701.4915644557318,6.697169,,,,,,,,,,,334.36304,219.85599,142.67436,269.7821,333.19733,308.54822,
1327,291.16519434245873,6.708945,,,,88,,,,,,,97.38257,179.41858,12.038837,75.471756,60.158436,153.85805,
1302,274.64688202240865,6.7320833,,,,98,,,,,,,0,0,717.5407,0,0,0,
1303,274.7140687682936,6.7320833,,,,98,,,,,,,0,0,553.56226,0,0,0,
1306,274.34172603206764,6.735833,,,,98,,,,,,,0,0,3340.162,0,0,0,
1307,274.48683892167696,6.735833,,,,,,,,,,,0,0,392.09592,0,0,0,
1317,274.27288669555384,6.7462025,,,,98,,,,,,,7992.103,4652.6123,65207.62,5432.8745,1903.6448,6460.465,
1320,275.276225415313,6.7476974,,,,98,,,,,,,1346.8973,772.9075,19403.516,917.5153,310.74142,1012.78235,
1341,241.159353582922,6.7672443,,,,100,,,,,,,403.55402,421.3469,315.08762,12.414812,19.28504,9.231821,
1330,350.11195791185247,6.7683754,,,,,,,,,,,150.58809,33.325558,0,0,0,0,
1305,296.24175082597804,6.7765136,,,,98,,,,,,,169.52737,276.17615,1562.6891,8.722019,2.9307163,15.009415,
1332,282.20280405893254,6.7904496,,,,100,,,,,,,446.0119,525.99615,104.04497,514.2902,587.4195,529.9401,
1334,228.19468368084924,6.793903,,,,100,,,,,,,750.8107,762.1689,458.07303,532.1197,569.3247,575.3976,
1357,228.18988337850863,6.7970033,,,,100,,,,,,,714.7192,685.9475,145.11136,380.85193,469.07077,557.54645,
1333,272.24319320567344,6.8017387,,,,100,,,,,,,13.035525,16.559578,624.01685,0,0,0,
1337,230.24668998359144,6.801844,,,,100,,,,,,,650.1777,384.47607,11409.049,223.84348,80.5216,391.7597,
1339,318.2989398457352,6.810022,,,,100,,,,,,,991.27155,512.9509,15510.874,778.5332,381.8763,1055.762,
1340,244.26235721622675,6.810517,,,,100,,,,,,,0,0,2904.789,0,0,0,
1336,340.28028780617825,6.8118224,,,,100,,,,,,,7.893505,0,766.06995,0,0,2.0112824,
1342,683.4563711609447,6.8153386,,,,100,46,[2M+Na]+,,2,1342;1360,330.23324,192.26662,210.88927,106.794044,0,0,0,
1343,699.4331861130225,6.81535,,,,100,,,,,,,577.78973,622.3824,322.42422,0,0,0,
1348,715.4050025710184,6.8178163,,,,100,,,,,,,185.29953,191.00438,117.007484,0,0,0,
1353,350.7221005054073,6.8201942,,,,100,,,,,,,253.75275,263.90054,132.76375,0,0,0,
1354,705.4493198499513,6.820234,,,,100,,,,,,,218.66153,212.00186,169.61179,0,0,0,
1360,369.1960548545839,6.8263726,,,,100,46,[M+K]+,,2,1342;1360,330.23324,1764.1951,1820.7648,1379.2444,564.0153,582.2518,541.48083,
1347,375.2104373683449,6.8293667,,,,100,47,[M+Na]+,,2,1365;1347,352.22116,373.49554,384.90042,309.82666,31.264925,21.176527,23.071293,
1359,348.2730205219976,6.830564,,,,,,,,,,,340.60196,383.79065,178.25241,4.5055428,11.393378,16.254732,
1364,295.225517582456,6.8317666,,,,100,,,,,,,2752.45,2926.0144,2350.4517,590.2784,592.91077,596.73517,
1365,353.2283758842309,6.8320966,,,,100,47,[M+H]+,,2,1365;1347,352.22116,22125.947,22924.906,13973.916,5205.6724,5302.233,5267.053,
1367,415.2309856768234,6.8321304,,,,92,48,[M+H-H2O]+,,2,1367;1370,432.2342,219.41547,240.0909,130.61696,22.04255,92.98816,19.01176,
1363,354.2317261670226,6.8333106,,,,100,,,,,,,4036.167,4587.2466,2999.1943,780.82983,1049.1361,699.47156,
1370,455.22333968535054,6.8348536,,,,92,48,[M+Na]+,,2,1367;1370,432.2342,626.0693,651.5819,277.84085,303.3021,288.43246,228.17854,
1346,277.2148978804285,6.8360443,,,,100,,,,,,,755.2039,793.2864,683.8125,12.940183,24.30894,38.126934,
1362,385.1653398903313,6.836984,,,,100,,,,,,,425.30734,469.0667,327.50934,15.928739,43.998905,14.6653385,
1373,290.2676898020705,6.847311,,,,,,,,,,,369.04785,176.62796,15571.593,447.92105,283.8799,692.6425,
1350,350.2253921548083,6.850033,,,,100,,,,,,,940.4427,1398.2738,665.93414,27.989008,78.150604,270.5302,
1371,227.16233891252713,6.851197,,,,100,,,,,,,1795.8112,1807.9521,1374.1157,270.82455,14.005516,260.87955,
1374,814.5752948936579,6.8538933,,,,,,,,,,,275.29996,122.16846,0,173.52383,171.9093,184.10043,
1378,334.2938182746545,6.86985,,,,87,,,,,,,127.394875,121.78477,2280.5403,141.74638,157.32999,245.87543,
1380,384.30698971646285,6.8716335,,,,,,,,,,,0,0,194.06723,0,0,0,
1379,362.3252696570893,6.8732467,,,,87,,,,,,,1.8929243,0,1762.3318,4.8131094,2.6777315,9.879644,
1381,701.4916558088898,6.874733,,,,,,,,,,,188.09799,133.73486,348.7022,243.0835,264.3897,223.08495,
1383,351.2127530034447,6.875319,,,,,,,,,,,1501.9225,2211.1296,1994.7325,1025.5781,1052.667,1070.3008,
1382,497.2704028158535,6.8791947,,,,,,,,,,,147.15367,146.57643,31.871496,0,0,0,
1386,350.2177425342927,6.903936,,,,96,,,,,,,262.0898,288.5091,446.42505,27.989008,122.22472,58.8068,
1387,349.19712097255797,6.9048114,,,,96,,,,,,,1660.0981,2640.746,1157.4993,1096.367,1036.1407,1098.2065,
1388,258.27794636261655,6.911683,,,,96,,,,,,,0,0,199.3495,0,0,0,
1389,260.2573867583238,6.91355,,,,96,,,,,,,0,0,230.42781,0,0,0,
1390,871.117127453884,6.914336,,,,,,,,,,,145.19286,73.92748,0,98.73383,98.35533,101.00005,
1393,366.2267995289164,6.9260025,,,,,,,,,,,5.410466,1248.6771,77.21705,361.28543,286.2147,30.843388,
1411,387.1685973569849,6.9282866,,,,,,,,,,,49.124493,33.377167,996.7705,0,4.1672587,2.821933,
1394,758.0336259413925,6.9391465,,,,,,,,,,,336.7945,302.59885,0,399.9151,415.78192,383.49872,
1407,318.2865155639032,6.9470534,,,,,,,,,,,1733.0696,1868.5037,1879.2322,17.333246,0,36.925938,
1397,368.2392766846008,6.955898,,,,,,,,,,,233.68552,645.44403,326.83588,225.64328,466.36365,585.0986,
1433,354.2399974905156,6.973161,,,,108,,,,,,,174.27208,240.85442,164.6223,18.75863,261.47205,300.6268,
1409,336.2495787828588,6.9946704,,,,97,,,,,,,62.324123,262.88403,110.368835,252.67018,341.9864,456.63464,
1410,814.5756226703924,6.996527,,,,97,,,,,,,303.14786,329.52405,0,378.61334,490.25482,497.54315,
1412,409.1605810314734,6.997783,,,,91,,,,,,,0,0,2341.5728,0,0,0,
1402,332.28635260285165,6.99907,,,,89,,,,,,,269.408,407.02728,323.0562,0,3.610405,30.043722,
1413,528.731878389292,7.000766,,,,,,,,,,,192.63295,136.68558,0,207.69525,198.57686,192.9659,
1416,693.5291912079598,7.0102444,,,,,,,,,,,356.6797,283.70575,147.92061,0,0,0,
1418,291.19412347452493,7.016503,,,,93,,,,,,,516.74554,609.62964,410.9357,331.7892,236.16956,250.90384,
1422,398.16726608184416,7.0248055,,,,,,,,,,,255.39294,185.71252,15.57332,178.24846,3.4484768,14.371238,
1423,376.25794581955734,7.028972,,,,108,49,[M+H]+,,5,1428;1424;1431;1426;1423,375.25069,8279.871,5625.7534,2289.8323,5920.354,1094.6125,2083.9895,
1424,773.4912273438225,7.03023,,,,108,49,[2M+Na]+,,4,1424;1431;1426;1423,375.25069,1853.5284,1080.7628,251.74731,1177.4316,53.125504,220.96364,
1427,421.3158235327185,7.0313835,,,,108,,,,,,,899.92834,709.9001,358.82913,937.3815,255.81667,429.55545,
1428,398.2398830468066,7.0314164,,,,108,49,[M+Na]+,,4,1428;1431;1426;1423,375.25069,11670.174,8930.501,4178.2173,9171.099,2184.1008,4018.6174,
1429,435.3313325409408,7.0316806,,,,108,,,,,,,3220.788,2516.6,1308.5938,3255.6506,917.34955,1540.9244,
1431,393.2844334003136,7.0319943,,,,108,49,[M+NH4]+,,5,1428;1424;1431;1426;1423,375.25069,1090.3041,747.1175,295.66083,795.18567,133.18365,293.5658,
1426,414.21364994525794,7.0331445,,,,108,49,[M+K]+,,5,1428;1424;1431;1426;1423,375.25069,314.56992,235.66287,99.978775,249.07399,26.150032,79.13632,
1432,559.4174401420106,7.0333166,,,,,,,,,,,0,0,140.88965,0,0,0,
1434,376.19837262821807,7.03612,,,,,,,,,,,131.77031,23.733665,3.9651425,81.39086,0,4.034579,
1417,425.17358757598976,7.0552115,,,,,,,,,,,16.555866,33.528984,182.23666,2.1917224,13.121302,12.371515,
1440,566.4264239681569,7.0638227,,,,,,,,,,,292.53488,246.26593,0,268.06055,276.03085,282.95575,
1441,566.7609251427991,7.0660768,,,,,,,,,,,293.59512,250.32298,0,286.50497,303.76514,321.01755,
1443,203.1056129742507,7.068395,,,,105,,,,,,,313.42242,264.35315,175.11774,309.1295,269.2015,307.0624,
1446,317.1709722711266,7.07197,,,,105,50,[M+Na]+,,2,1447;1446,294.18184,1907.6157,1618.3402,1105.7361,2177.5383,2090.1,1991.414,
1447,277.17863311915625,7.0725136,,,,105,50,[M+H-H2O]+,,2,1447;1446,294.18184,534.92224,456.2411,332.68292,594.3985,586.9992,560.25653,
1448,871.1174658797872,7.0735865,,,,105,,,,,,,261.9721,252.29883,0,278.74722,375.25278,378.0225,
1437,288.2653547243901,7.0741334,,,,,,,,,,,53.07014,61.941154,174.50473,0,3.5492263,3.8788915,
1450,395.24179859490437,7.0773335,,,,,,,,,,,146.21613,123.35908,14.461777,62.52926,26.992018,153.80359,
1439,352.2417382486731,7.0781136,,,,,,,,,,,677.8503,1417.9167,832.1346,2922.145,4757.81,5095.742,
1453,368.23927863841027,7.0806727,,,,,,,,,,,361.63425,506.18387,656.5474,248.03056,699.1275,451.74908,
1456,701.4917884348952,7.087333,,,,95,,,,,,,0,0,331.49048,0,0,0,
1458,423.23375027148063,7.090361,,,,95,,,,,,,322.1284,314.0579,349.9187,6.066515,21.900524,13.647381,
1455,353.22865821955793,7.1081195,,,,,,,,,,,1471.1693,1414.5643,1522.2363,618.06354,408.78302,193.86554,
1466,261.14494691934743,7.1139474,,,,,,,,,,,263.50018,290.96518,293.0633,147.3699,154.92654,148.37105,
1471,604.1210095781847,7.12026,,,,104,,,,,,,307.20764,244.04994,0,269.86426,286.822,293.05933,
1474,927.6595137961058,7.1224227,,,,104,,,,,,,360.63748,286.5043,0,321.5835,359.95242,331.22324,
1481,286.3090815107305,7.150367,,,,101,,,,,,,0,0,379.27707,0,0,0,
1484,278.24657260046155,7.156442,,,,,,,,,,,327.79083,727.9658,667.585,312.5781,504.65924,576.7084,
1478,333.17965979627405,7.160745,,,,,,,,,,,173.14526,170.96014,226.5795,96.61278,224.95453,120.98328,
1486,288.2672667366691,7.165589,,,,102,,,,,,,222.77106,229.61768,271.2607,0,0,0,
1487,984.2012563260903,7.16658,,,,,,,,,,,233.45811,153.09505,0,190.2669,198.42873,208.75882,
1462,310.2601895220165,7.168972,,,,,,,,,,,96.62276,151.70297,63.963818,100.10451,89.92376,113.99977,
1490,641.8156584493611,7.169427,,,,,,,,,,,258.32297,186.37013,0,220.8674,250.3131,258.38107,
1464,302.2534876725951,7.1748834,,,,,,,,,,,4.698851,8.0399475,162.75761,0,0,0,
1506,352.24405146743067,7.179853,,,,,,,,,,,1669.1553,4390.461,3527.6873,991.7565,537.8297,1031.6122,
1495,354.2496726309184,7.1829967,,,,,,,,,,,47.61592,303.42407,199.32341,44.588264,154.86804,241.92012,
1498,679.5102914950444,7.192636,,,,,,,,,,,177.57578,128.89977,19.045528,176.82243,178.77434,168.03491,
1496,310.2726680020141,7.2031136,,,,,,,,,,,272.6244,244.65057,305.4988,297.2945,289.42346,291.16196,
1500,334.2338796776532,7.2096195,,,,99,51,[M+Na]+,,2,1505;1500,311.24471,802.6559,1898.7281,1444.192,1404.303,1979.8177,2457.923,
1505,312.2520416271428,7.212333,,,,99,51,[M+H]+,,2,1505;1500,311.24471,181.76413,734.0401,435.80225,294.27148,579.4616,768.23224,
1507,294.24133249481514,7.214436,,,,,,,,,,,167.90965,682.46716,475.08182,378.51776,573.96814,763.88086,
1510,328.18692243250166,7.224594,,,,107,52,[M+Na]+,,2,1513;1510,305.19773,470.47955,334.41003,450.23535,386.41046,283.0476,204.73059,
1513,306.2050244679007,7.2264304,,,,107,52,[M+H]+,,2,1513;1510,305.19773,733.55927,786.42065,812.8849,507.20325,524.37354,509.20435,
1514,284.2935710918072,7.2287445,,,,107,,,,,,,175.11685,179.98206,185.9621,0,0,0,
1515,351.2130131583354,7.229728,,,,,,,,,,,1264.132,1319.1747,1322.7218,698.6936,794.8632,972.4622,
1518,336.24928695649993,7.2478833,,,,,,,,,,,406.8276,1164.944,942.0267,1013.0443,1322.438,1550.0269,
1519,361.34086809631367,7.2548,,,,,,,,,,,0,0,129.592,0,0,0,
1533,353.22281800741007,7.2743473,,,,,,,,,,,148.5477,116.43205,72.57937,28.098824,25.72659,77.3536,
1527,368.2404287407169,7.2783303,,,,,,,,,,,655.8735,905.03186,1073.4928,220.21884,440.17416,177.29889,
1528,335.2287579620435,7.283117,,,,110,,,,,,,341.37604,421.54053,662.9989,245.00006,373.41342,439.07504,
1530,259.12918609186164,7.287534,,,,,,,,,,,173.82585,160.23402,164.64723,244.3004,234.67468,193.60034,
1534,312.25201961524766,7.3006034,,,,110,,,,,,,173.00214,573.11206,321.5025,260.1699,460.045,582.825,
1536,349.1971391479404,7.3029695,,,,110,,,,,,,824.48627,752.26117,798.5952,331.47684,367.59222,343.5388,
1539,294.24147221449294,7.3071194,,,,110,53,[M+H-H2O]+,,2,1539;1540,311.24471,282.20123,780.34827,504.14975,340.59167,601.2304,735.59076,
1540,334.23387083792306,7.3077445,,,,110,53,[M+Na]+,,2,1539;1540,311.24471,727.2596,1924.0854,1220.9214,1255.5881,1834.6318,2188.894,
1537,350.2072554567963,7.3157196,,,,103,,,,,,,137.37152,189.05095,158.13658,850.83704,113.38964,98.07269,
1541,599.4262228022221,7.322763,,,,,,,,,,,0,1153.0302,3704.5928,3739.746,5098.9478,4433.2124,
1542,302.30405744866806,7.3338,,,,,,,,,,,2258.3386,1212.862,763.96533,1545.0247,580.6685,1742.0815,
1547,367.2439623300604,7.355864,,,,,,,,,,,931.8819,960.9548,1083.4238,275.54578,290.86084,320.18097,
1549,478.33574913788954,7.368225,,,,106,,,,,,,679.74164,712.49866,729.9092,391.88293,354.00476,366.09692,
1550,239.1606892348818,7.370636,,,,,,,,,,,682.32776,558.77246,964.0121,661.84326,713.988,623.3939,
1551,350.2287702412063,7.370936,,,,103,,,,,,,1197.9337,2381.6653,2162.911,1196.7949,1795.7102,2101.6384,
1554,460.3252010500685,7.380592,,,,,,,,,,,938.62366,969.1048,1025.8201,408.62445,414.55652,452.59265,
1555,346.3302058636595,7.380661,,,,,,,,,,,309.34976,149.26048,92.965126,200.43967,64.08264,269.53195,
1556,407.2392329467437,7.380936,,,,,,,,,,,206.53534,312.4036,353.13086,16.112244,30.526138,8.041974,
1578,334.2336382436625,7.3866773,,,,,,,,,,,87.977104,363.42633,423.71344,576.9074,821.83685,420.89734,
1562,316.3355450758811,7.416275,,,,112,,,,,,,133.96385,147.43506,155.598,5.8001876,4.7271123,8.034804,
1564,316.28335460981555,7.417169,,,,112,54,[M+H]+,,2,1564;1566,315.27599,31062.455,31946.305,32316.219,22676.475,22803.059,22509.176,
1566,338.26510971748945,7.4180665,,,,112,54,[M+Na]+,,2,1564;1566,315.27599,1191.4536,1240.0437,1284.9755,1443.6019,1425.5082,1220.1472,
1567,318.2904209896191,7.418405,,,,112,,,,,,,806.5341,846.4445,991.9087,536.6649,347.21918,673.77405,
1570,336.2485867534617,7.429786,,,,,,,,,,,357.53265,750.69086,184.16052,704.23236,763.2363,973.9067,
1569,280.2622490521755,7.4384284,,,,113,55,[M+H-H2O]+,,2,1569;1572,297.26549,8525.536,8746.908,8950.846,5363.649,5374.567,5595.1567,
1573,299.2761051634513,7.4385033,,,,113,,,,,,,4565.2563,4553.568,4671.3774,2867.6062,2864.8752,3233.157,
1571,298.272812225658,7.4391084,,,,113,55,[M+H]+,,2,1571;1572,297.26549,23781.568,24248.066,24713.305,15739.972,15777.831,16263.31,
1572,320.2545997939479,7.441606,,,,113,55,[M+Na]+,,3,1569;1571;1572,297.26549,716.6584,622.58594,719.0457,721.6014,653.9679,498.28738,
1579,335.2178889071784,7.4684415,,,,,,,,,,,945.5211,900.9573,954.6106,673.06244,664.39703,644.9448,
1580,367.2439681131354,7.470261,,,,,,,,,,,733.6455,705.1001,704.5797,216.11116,184.98854,238.43687,
1582,429.1164745042186,7.487894,,,,109,56,[M+H]+,,2,1583;1582,428.10915,607.6212,415.3799,194.26338,539.9373,561.13385,527.3782,
1583,451.0983294441292,7.4885116,,,,109,56,[M+Na]+,,2,1583;1582,428.10915,883.7477,535.95355,298.5074,1098.5225,1097.9795,849.2827,
1593,231.15799389890412,7.5248303,,,,122,,,,,,,220.65488,221.27332,228.89468,279.43674,283.52536,268.01993,
1597,712.4759949503199,7.539575,,,,,,,,,,,445.7354,253.1065,383.42508,230.65184,137.67877,227.14565,
1599,310.235847807146,7.5496635,,,,,,,,,,,141.94432,648.9188,673.755,169.91466,337.0434,503.2767,
1600,453.16594648836445,7.5505505,,,,120,57,[M+K]+,,3,1602;1600;1605,414.20268,312.89178,169.38953,210.94931,316.43832,168.60945,204.3026,
1601,460.2676456254823,7.553781,,,,120,,,,,,,231.79593,119.73031,179.35872,265.53857,134.80504,183.5126,
1602,437.1918475800992,7.554066,,,,120,57,[M+Na]+,,3,1602;1600;1605,414.20268,4428.168,2468.7607,3316.54,4304.148,2496.4995,3119.5725,
1604,474.2833109430624,7.5543942,,,,120,,,,,,,1223.9722,659.8146,899.97675,1204.4695,708.08673,928.81104,
1605,415.2099052846258,7.55465,,,,120,57,[M+H]+,,3,1602;1600;1605,414.20268,1842.904,1018.6666,1296.5338,1628.1259,944.0951,1285.4016,
1606,480.3513257730045,7.5703278,,,,,,,,,,,206.49734,210.96812,224.95825,32.0973,17.664442,80.80792,
1607,308.21944339467046,7.5750556,,,,122,,,,,,,1047.532,1398.5615,1618.5563,1032.6821,1174.1309,1176.8093,
1587,411.2699668623989,7.5803275,,,,,,,,,,,126.25325,115.698235,103.9119,0,0,0,
1608,288.2520541444805,7.58915,,,,,,,,,,,0,0,5601.4194,0,0,0,
1609,327.22639689109707,7.591841,,,,,,,,,,,447.73264,519.4202,540.29346,39.158604,36.4472,200.09987,
1610,252.23097459385767,7.5934997,,,,117,,,,,,,362.11798,980.3618,697.31793,700.7725,763.6421,1021.534,
1611,409.25443444940385,7.5950356,,,,117,,,,,,,1063.1492,1058.7651,1160.337,267.8374,368.939,298.28613,
1612,292.2245087007814,7.5970693,,,,117,,,,,,,373.0326,1215.4708,734.4458,836.04987,1035.0327,1329.9362,
1613,732.5021049621555,7.6033554,,,,,,,,,,,288.8951,142.6532,236.96313,157.2663,85.115326,126.01335,
1616,340.27918135094654,7.6160417,,,,123,,,,,,,343.5354,305.57074,334.5212,354.7851,348.81323,295.39877,
